Error,GradientNorm
0.996877438865042,796.312361804259
0.993931414571753,1355831.62519266
0.992872644121743,387.178624319126
0.992273796498411,885052.547322863
0.991857112393875,286.784323447609
0.99154584832123,677930.823341928
0.991310073813331,219.930190325454
0.991131807589482,517165.736885553
0.990997254110551,167.390698378899
0.990895392771981,395267.133473033
0.990817648853909,129.026460130338
0.990757561245781,308945.431280197
0.990710375044252,102.441754170933
0.990672640493289,250008.721442669
0.990641871530785,84.448670803087
0.990616278708561,210318.053013044
0.990594570424848,72.339333522719
0.990575809228234,183580.024481751
0.9905593096037,64.1413578032856
0.990544565842078,165391.739253079
0.990531201267111,58.5134420079116
0.990518932455748,152818.647430637
0.990507543932885,54.5749343629523
0.990496870178927,143951.772120419
0.990486782753913,51.7568486288611
0.990477181016186,137559.159719645
0.990467985379912,49.6920693796824
0.990459132376966,132841.536280653
0.99045057100986,48.1411348472429
0.99044226003494,129271.900946218
0.990434165920713,46.9446054098305
0.990426261299635,126494.285383505
0.99041852378313,45.9934081053049
0.990410935045816,124261.223948013
0.990403480110532,45.2106531824353
0.990396146784162,122395.491679116
0.990388925207343,44.540538399484
0.990381807490737,120766.710363142
0.99037478741749,43.9415603878864
0.990367860196617,119276.963637736
0.99036102225585,43.3823238697715
0.990354271065293,117851.844303893
0.990347604985369,42.8389124806561
0.990341023134119,116434.767028043
0.99033452527014,42.293195362025
0.990328111688349,114983.235103483
0.9903217831265,41.7316913938974
0.990315540680853,113466.267159873
0.990309385729854,41.1447626332697
0.990303319864957,111862.504125832
0.990297344827949,40.5259997361512
0.990291462454304,110158.709854729
0.990285674622209,39.8717183374031
0.990279983206982,108348.498722703
0.990274390040649,39.1805203113199
0.990268896876478,106431.198421646
0.990263505358273,38.4528956053512
0.990258216994238,104410.802723487
0.990253033135206,37.6908537052534
0.990247954957016,102294.997144328
0.9902429834468,36.8975816484223
0.990238119392943,100094.256355612
0.990233363378437,36.0771296843229
0.990228715777362,97821.0198934638
0.990224176754198,35.2341274113592
0.990219746265691,95488.9549864353
0.990215424064962,34.3735333651656
0.990211209707579,93112.3141789539
0.990207102559298,33.5004202326304
0.990203101805208,90705.3923820881
0.990199206460004,32.6197965934014
0.990195415379149,88282.0841507716
0.990191727270687,31.7364646895356
0.990188140707497,85855.5381558665
0.990184654139792,30.8549124271789
0.990181265907702,83437.9024999274
0.990177974253767,29.9792367615955
0.990174777335222,81040.1519951602
0.99017167323597,29.1130948734782
0.990168659978115,78671.9868776297
0.990165735533022,28.2596791190632
0.990162897831806,76341.7916399587
0.990160144775229,27.4217115999276
0.990157474242956,74056.6426099605
0.990154884102163,26.6014542992944
0.990152372215481,71822.3534272787
0.990149936448277,25.8007310101054
0.990147574675277,69643.5485059218
0.990145284786553,25.0209576764417
0.990143064692883,67523.7557598889
0.990140912330523,24.2631782310113
0.990138825665401,65465.5111774846
0.990136802696779,23.528103494041
0.990134841460399,63470.4691517679
0.990132940031169,22.8161511703133
0.990131096525396,61539.5137334214
0.990129309102616,22.1274854187664
0.990127575967052,59672.8671181389
0.990125895368728,21.4620548592897
0.990124265604273,57870.1926854365
0.990122685017444,20.8196282174163
0.990121151999396,56130.6907586152
0.990119664988731,20.1998270881159
0.990118222471341,54453.1859578083
0.990116822980082,19.6021555270721
0.990115465094288,52836.2055791709
0.990114147439157,19.0260263562193
0.990112868685017,51278.0488676595
0.990111627546498,18.4707842057158
0.990110422781628,49776.8473752565
0.990109253190848,17.9357254131964
0.990108117615988,48330.6168281054
0.990107014939192,17.4201149692999
0.990105944081809,46937.3010814366
0.990104904003272,16.9232007419022
0.990103893699951,45594.8088355398
0.990102912204004,16.4442252354204
