InputName,InputM,InputN,InputRk,TargetRk,Opt_delta,Our_delta,Delta_diff,Svd_time,Our_time,Time_gain,Our_Iter
srnd_1_1_1,10,10,10,2,0.595335962809352,0.595336898287775,9.35478422725566e-07,0.000241295,0.0062143,-0.005973005,26
srnd_1_1_2,10,10,10,3,0.482390633554973,0.482392638789494,2.00523452126289e-06,0.000241295,0.0079277,-0.007686405,44
srnd_1_1_3,10,10,10,5,0.264044541586458,0.264044742333813,2.00747354406339e-07,0.000241295,0.0056817,-0.005440405,23
srnd_1_1_4,10,10,10,6,0.187061184811174,0.187061442313051,2.57501876932409e-07,0.000241295,0.0069606,-0.006719305,31
srnd_1_1_5,10,10,10,8,0.0626772487376597,0.0626772652085064,1.64708467143004e-08,0.000241295,0.0052566,-0.005015305,19
srnd_1_1_6,10,10,10,9,0.0180153395701633,0.0180153398202004,2.5003711948135e-10,0.000241295,0.0025655,-0.002324205,9
srnd_1_2_1,10,10,10,2,0.587195002192743,0.587195301496458,2.99303715145527e-07,0.00015473,0.0043481,-0.00419337,17
srnd_1_2_2,10,10,10,3,0.497193252240707,0.4971941070658,8.54825093321576e-07,0.00015473,0.0047927,-0.00463797,27
srnd_1_2_3,10,10,10,5,0.32301927484149,0.323020162363865,8.87522374926064e-07,0.00015473,0.0107514,-0.01059667,54
srnd_1_2_4,10,10,10,6,0.239029046587149,0.239029476797222,4.30210073620874e-07,0.00015473,0.0060411,-0.00588637,29
srnd_1_2_5,10,10,10,8,0.0315624298579238,0.0315624304228829,5.64959079518701e-10,0.00015473,0.0020378,-0.00188307,7
srnd_1_2_6,10,10,10,9,0.0133158192216143,0.0133158203828653,1.16125099987319e-09,0.00015473,0.0042777,-0.00412297,11
srnd_1_3_1,10,10,10,2,0.572137742743185,0.572140250908695,2.50816550984023e-06,8.7983e-05,0.0043975,-0.004309517,30
srnd_1_3_2,10,10,10,3,0.461857702652256,0.461859014443635,1.31179137907722e-06,8.7983e-05,0.0077801,-0.007692117,54
srnd_1_3_3,10,10,10,5,0.27396428150548,0.273964655781874,3.74276393599882e-07,8.7983e-05,0.00471,-0.004622017,25
srnd_1_3_4,10,10,10,6,0.210522630886336,0.210523312178401,6.81292065679573e-07,8.7983e-05,0.0113553,-0.011267317,59
srnd_1_3_5,10,10,10,8,0.0939045805562082,0.0939048341364729,2.53580264689135e-07,8.7983e-05,0.0113758,-0.011287817,47
srnd_1_3_6,10,10,10,9,0.0212994396895293,0.0212994401164437,4.26914330275974e-10,8.7983e-05,0.0026696,-0.002581617,9
srnd_2_1_1,20,20,20,2,0.696792440849275,0.696794849938579,2.40908930382311e-06,0.000258366,0.0092266,-0.008968234,46
srnd_2_1_2,20,20,20,5,0.511423405984749,0.511425400662651,1.99467790229502e-06,0.000258366,0.0166887,-0.016430334,69
srnd_2_1_3,20,20,20,9,0.315418545244096,0.315419418299122,8.73055025607528e-07,0.000258366,0.0111067,-0.010848334,31
srnd_2_1_4,20,20,20,12,0.188933046822317,0.188933144553162,9.77308444172209e-08,0.000258366,0.0089737,-0.008715334,21
srnd_2_1_5,20,20,20,16,0.0606278214641322,0.0606278784548103,5.69906781072715e-08,0.000258366,0.0084447,-0.008186334,18
srnd_2_1_6,20,20,20,19,0.00128454208503742,0.00128454208504134,3.92502870483202e-15,0.000258366,0.0035629,-0.003304534,6
srnd_2_2_1,20,20,20,2,0.675438539338766,0.675439683711322,1.14437255627209e-06,0.000553942,0.0056099,-0.005055958,28
srnd_2_2_2,20,20,20,5,0.495611570507887,0.49561319824226,1.62773437362151e-06,0.000553942,0.0094532,-0.008899258,38
srnd_2_2_3,20,20,20,9,0.294602441594957,0.294602896355361,4.54760403723053e-07,0.000553942,0.0111446,-0.010590658,33
srnd_2_2_4,20,20,20,12,0.174847273692179,0.174847710923919,4.37231739980337e-07,0.000553942,0.0130443,-0.012490358,33
srnd_2_2_5,20,20,20,16,0.0555464968769694,0.0555465246844804,2.78075110438092e-08,0.000553942,0.0093465,-0.008792558,19
srnd_2_2_6,20,20,20,19,0.00613943092211628,0.0061394310014095,7.92932238966038e-11,0.000553942,0.0062209,-0.005666958,11
srnd_2_3_1,20,20,20,2,0.708888169400663,0.70889060812164,2.43872097682729e-06,0.00020097,0.0129303,-0.01272933,61
srnd_2_3_2,20,20,20,5,0.541008267093479,0.541014671182462,6.40408898289202e-06,0.00020097,0.0245969,-0.02439593,96
srnd_2_3_3,20,20,20,9,0.322001357929782,0.322001778785776,4.20855993665814e-07,0.00020097,0.0114873,-0.01128633,30
srnd_2_3_4,20,20,20,12,0.206264709622385,0.206265596946545,8.87324160342429e-07,0.00020097,0.016541,-0.01634003,38
srnd_2_3_5,20,20,20,16,0.0651916625377929,0.0651917321918201,6.96540272404622e-08,0.00020097,0.0134951,-0.01329413,25
srnd_2_3_6,20,20,20,19,0.00399802585754775,0.00399802589771081,4.01630621121862e-11,0.00020097,0.0058282,-0.00562723,8
srnd_3_1_1,40,40,40,2,0.748775522006518,0.748782233258272,6.71125175411014e-06,0.000541898,0.0265105,-0.025968602,80
srnd_3_1_2,40,40,40,9,0.531126683103007,0.531133985617235,7.30251422842443e-06,0.000541898,0.0334928,-0.032950902,69
srnd_3_1_3,40,40,40,17,0.33675988866546,0.336768658280125,8.76961466500514e-06,0.000541898,0.076975,-0.076433102,113
srnd_3_1_4,40,40,40,24,0.196494635751674,0.196498154686898,3.51893522396174e-06,0.000541898,0.114221,-0.113679102,125
srnd_3_1_5,40,40,40,32,0.0664248241903721,0.0664249133229113,8.91325391133568e-08,0.000541898,0.0385993,-0.038057402,26
srnd_3_1_6,40,40,40,39,0.000869208612947934,0.000869208673461071,6.05131371443982e-11,0.000541898,0.01754,-0.016998102,9
srnd_3_2_1,40,40,40,2,0.750155963458709,0.750158730746871,2.76728816217542e-06,0.000482163,0.018256,-0.017773837,48
srnd_3_2_2,40,40,40,9,0.534288261287378,0.534300733578426,1.24722910478381e-05,0.000482163,0.0420292,-0.041547037,78
srnd_3_2_3,40,40,40,17,0.324822622075224,0.324824339725121,1.71764989781442e-06,0.000482163,0.0484474,-0.047965237,67
srnd_3_2_4,40,40,40,24,0.183012363408328,0.183015555927669,3.19251934119413e-06,0.000482163,0.1324949,-0.132012737,133
srnd_3_2_5,40,40,40,32,0.0589243873256658,0.0589245052277807,1.17902114925295e-07,0.000482163,0.0420176,-0.041535437,37
srnd_3_2_6,40,40,40,39,0.00135543564270417,0.00135543565076035,8.05618072252656e-12,0.000482163,0.0106969,-0.010214737,7
srnd_3_3_1,40,40,40,2,0.750940302769558,0.750948808332618,8.50556305986849e-06,0.000359431,0.0337144,-0.033354969,108
srnd_3_3_2,40,40,40,9,0.522773567588669,0.522776182050777,2.61446210758631e-06,0.000359431,0.0275094,-0.027149969,55
srnd_3_3_3,40,40,40,17,0.32400285452419,0.32400518123321,2.32670902039489e-06,0.000359431,0.0394344,-0.039074969,56
srnd_3_3_4,40,40,40,24,0.185753232347934,0.185753821444805,5.89096871755901e-07,0.000359431,0.0430189,-0.042659469,47
srnd_3_3_5,40,40,40,32,0.0623096559101538,0.0623098070223525,1.51112198767955e-07,0.000359431,0.0538333,-0.053473869,47
srnd_3_3_6,40,40,40,39,0.00198214546537603,0.00198214547347953,8.10350224422773e-12,0.000359431,0.0131186,-0.012759169,9
srnd_4_1_1,80,80,80,2,0.781653550704762,0.781656774232414,3.22352765214085e-06,0.001831522,0.0247741,-0.022942578,35
srnd_4_1_2,80,80,80,17,0.544523712488731,0.544532139627161,8.42713842974518e-06,0.001831522,0.0989408,-0.097109278,71
srnd_4_1_3,80,80,80,33,0.343054620985524,0.343059423891308,4.80290578341869e-06,0.001831522,0.2646017,-0.262770178,109
srnd_4_1_4,80,80,80,48,0.189756326982346,0.189758338154108,2.01117176179544e-06,0.001831522,0.12176,-0.119928478,42
srnd_4_1_5,80,80,80,64,0.0641450966499568,0.0641458682193498,7.71569393001603e-07,0.001831522,0.4720868,-0.470255278,132
srnd_4_1_6,80,80,80,79,0.00106438703032164,0.00106438716352431,1.33202671115384e-10,0.001831522,0.0652902,-0.063458678,15
srnd_4_2_1,80,80,80,2,0.782452494191619,0.78245982159456,7.32740294084877e-06,0.001384736,0.0507876,-0.049402864,74
