Error,GradientNorm
0.897481501102448,-1
0.0231439452618361,-1
0.0155234364792705,-1
0.0139273814857006,-1
0.0133491605520248,-1
0.0130719291046262,-1
0.0129187488928437,-1
0.0128288315609097,-1
0.012773240916431,-1
0.012736645527184,-1
0.0127108991146088,-1
0.0126916347071528,-1
0.0126764522865415,-1
0.0126639725640416,-1
0.0126533852890134,-1
0.0126441959291697,-1
0.0126360952854156,-1
0.0126288933679461,-1
0.0126224672421813,-1
0.0126167321577668,-1
0.0126116294413805,-1
0.0126071088016033,-1
0.0126031264662743,-1
0.0125996377319098,-1
0.0125965997576714,-1
0.0125939659774303,-1
0.0125916954129934,-1
0.0125897424295545,-1
0.0125880688428879,-1
0.0125866374000907,-1
0.0125854136422276,-1
0.0125843686982989,-1
0.0125834764912724,-1
0.0125827146694064,-1
0.0125820636749268,-1
0.0125815058127046,-1
0.0125810280442238,-1
0.0125806173309684,-1
0.0125802643597126,-1
0.0125799598172307,-1
0.0125796962529421,-1
0.0125794680789113,-1
0.0125792706385255,-1
0.0125790983438492,-1
0.0125789493322372,-1
0.0125788180157542,-1
0.0125787043944001,-1
0.0125786028802395,-1
0.0125785144045949,-1
0.0125784371048212,-1
0.0125783681869507,-1
0.0125783085823059,-1
0.012578253634274,-1
0.0125782070681453,-1
0.0125781642273068,-1
0.0125781260430813,-1
0.0125780925154686,-1
0.0125780617818236,-1
0.012578034773469,-1
0.0125780114904046,-1
0.0125779900699854,-1
0.0125779695808887,-1
0.0125779528170824,-1
0.0125779369845986,-1
0.0125779220834374,-1
0.012577909976244,-1
