InputName,InputM,InputN,InputRk,TargetRk,Opt_delta,Our_delta,Delta_diff,Svd_time,Our_time,Time_gain,Our_Iter
srnd_1_1_1,10,10,6,2,0.586548235597649,0.586550887500188,2.6519025392302e-06,9.3362e-05,0.0252037,-0.025110338,75
srnd_1_1_2,10,10,6,3,0.437064993791213,0.437113636426916,4.86426357024783e-05,9.3362e-05,0.034606,-0.034512638,227
srnd_1_1_3,10,10,6,4,0.198525678274032,0.198525688074013,9.79998113215252e-09,9.3362e-05,0.0044712,-0.004377838,8
srnd_1_1_4,10,10,6,5,0.104372674601841,0.198525690144528,0.0941530155426868,9.3362e-05,0.006919,-0.006825638,13
srnd_1_2_1,10,10,6,2,0.588009404311955,0.588009966593461,5.62281506466533e-07,7.6824e-05,0.0086427,-0.008565876,23
srnd_1_2_2,10,10,6,3,0.357239355134832,0.357239443911374,8.87765417290076e-08,7.6824e-05,0.0037969,-0.003720076,19
srnd_1_2_3,10,10,6,4,0.214294821445354,0.354080017996631,0.139785196551277,7.6824e-05,0.0028833,-0.002806476,15
srnd_1_2_4,10,10,6,5,0.0474060498121942,0.214295021734289,0.166888971922094,7.6824e-05,0.0038796,-0.003802776,21
srnd_1_3_1,10,10,5,2,0.559477415445982,0.559477923661161,5.08215179051419e-07,0.00010014,0.0035711,-0.00347096,22
srnd_1_3_2,10,10,5,3,0.386961426400202,0.49110114804444,0.104139721644238,0.00010014,0.0037777,-0.00367756,21
srnd_1_3_3,10,10,5,4,0.268020517795428,0.279113322655231,0.0110928048598033,0.00010014,0.004944,-0.00484386,27
srnd_2_1_1,20,20,15,2,0.799961679976769,0.799964009382432,2.32940566369244e-06,0.002912538,0.0079139,-0.005001362,41
srnd_2_1_2,20,20,15,4,0.63649267836282,0.636496234746547,3.55638372639966e-06,0.002912538,0.0076143,-0.004701762,32
srnd_2_1_3,20,20,15,7,0.408094853149552,0.40809840948992,3.55634036813823e-06,0.002912538,0.0249239,-0.022011362,91
srnd_2_1_4,20,20,15,9,0.229716723342863,0.327959423564778,0.0982427002219146,0.002912538,0.0366872,-0.033774662,120
srnd_2_1_5,20,20,15,12,0.107020650151994,0.143878597619078,0.0368579474670841,0.002912538,0.0107209,-0.007808362,27
srnd_2_1_6,20,20,15,14,0.0479768726228114,0.1070208351657,0.0590439625428891,0.002912538,0.0222367,-0.019324162,43
srnd_2_2_1,20,20,16,2,0.772169014083441,0.772171208968699,2.19488525821099e-06,0.000183259,0.00693,-0.006746741,37
srnd_2_2_2,20,20,16,5,0.539328744604045,0.53932971759625,9.72992205583445e-07,0.000183259,0.0073352,-0.007151941,28
srnd_2_2_3,20,20,16,7,0.391174261558249,0.391175161141053,8.99582803415289e-07,0.000183259,0.0100813,-0.009898041,30
srnd_2_2_4,20,20,16,10,0.195485207829617,0.195485492132745,2.84303127900953e-07,0.000183259,0.0129001,-0.012716841,29
srnd_2_2_5,20,20,16,12,0.0929932358360054,0.149710779702348,0.0567175438663426,0.000183259,0.0344397,-0.034256441,83
srnd_2_2_6,20,20,16,15,0.00632612470902738,0.032060348263274,0.0257342235542467,0.000183259,0.0052691,-0.005085841,11
srnd_2_3_1,20,20,17,2,0.775989973531584,0.775991016837975,1.04330639061345e-06,0.000172389,0.0086271,-0.008454711,26
srnd_2_3_2,20,20,17,5,0.55844486041226,0.558448687369013,3.82695675238409e-06,0.000172389,0.0226352,-0.022462811,87
srnd_2_3_3,20,20,17,8,0.355227651441276,0.355229457765698,1.80632442148276e-06,0.000172389,0.0254509,-0.025278511,84
srnd_2_3_4,20,20,17,10,0.24098109654881,0.24098161646527,5.19916459995606e-07,0.000172389,0.0091075,-0.008935111,24
srnd_2_3_5,20,20,17,13,0.0720091372121365,0.139370932051502,0.0673617948393653,0.000172389,0.0531366,-0.052964211,146
srnd_2_3_6,20,20,17,16,0.0136947274628926,0.0514244500606338,0.0377297225977412,0.000172389,0.0152191,-0.015046711,35
srnd_3_1_1,40,40,39,2,0.869221583317896,0.869225949005477,4.36568758088729e-06,0.000505341,0.0113977,-0.010892359,33
srnd_3_1_2,40,40,39,9,0.5782226923688,0.578227882089044,5.18972024365905e-06,0.000505341,0.0331569,-0.032651559,59
srnd_3_1_3,40,40,39,16,0.363293285414712,0.36329572232493,2.43691021828418e-06,0.000505341,0.0505502,-0.050044859,74
srnd_3_1_4,40,40,39,24,0.171995514826248,0.171997334698418,1.81987217043322e-06,0.000505341,0.0547174,-0.054212059,48
srnd_3_1_5,40,40,39,31,0.045667707205976,0.0456679087207308,2.01514754882837e-07,0.000505341,0.107918,-0.107412659,57
srnd_3_1_6,40,40,39,38,3.06241240634376e-05,3.06241250630065e-05,9.99568883339099e-13,0.000505341,0.0103165,-0.009811159,7
srnd_3_2_1,40,40,40,2,0.884536247971311,0.884626076706275,8.98287349635485e-05,0.000419131,0.0901354,-0.089716269,294
