InputName,InputM,InputN,InputRk,TargetRk,Opt_delta,Our_delta,Delta_diff,Our_Iter
in000751,288,432,288,87,0.0107404142618179,0.052909892052412,0.0421694777905941,78
in001951,288,432,288,87,0.0107404142618179,0.0518351681530476,0.0410947538912296,79
in002251,288,432,288,87,0.0107404142618179,0.0497333556413651,0.0389929413795471,87
in003001,288,432,288,87,0.0107404142618179,0.053887452930212,0.0431470386683941,188
in003601,288,432,288,87,0.0107404142618179,0.063134029507637,0.0523936152458191,60
in004351,288,432,288,87,0.0107404142618179,0.0542432442307472,0.0435028299689293,82
