InputName,InputM,InputN,InputRk,TargetRk,Opt_delta,Our_delta,Delta_diff,Svd_time,Our_time,Time_gain,Our_Iter
rnd_3_3_3,80,80,80,33,0.472591873987364,0.472610402510603,1.85285232389143e-05,0.0013559,0.4184219,-0.417066,177
rnd_3_3_4,80,80,80,48,0.289738321020731,0.289764915398256,2.65943775245026e-05,0.0013559,0.6936118,-0.6922559,226
rnd_3_3_5,80,80,80,64,0.117620946345028,0.117621168563889,2.22218860645995e-07,0.0013559,0.1304125,-0.1290566,32
rnd_3_3_6,80,80,80,79,0.00155724289089387,0.00155724299281646,1.0192259601409e-10,0.0013559,0.0494384,-0.0480825,10
rnd_3_4_1,80,80,80,2,0.962582889172769,0.962596552951165,1.36637783955118e-05,0.0009366,0.0716022,-0.0706656,91
rnd_3_4_2,80,80,80,17,0.69842922345426,0.698455403420497,2.61799662374385e-05,0.0009366,0.3384965,-0.3375599,205
rnd_3_4_3,80,80,80,33,0.437875657022128,0.437886168918697,1.05118965688655e-05,0.0009366,0.3491159,-0.3481793,142
rnd_3_4_4,80,80,80,48,0.255402694329712,0.255404173198436,1.47886872359226e-06,0.0009366,0.2048912,-0.2039546,66
rnd_3_4_5,80,80,80,64,0.0934433508154845,0.0934449913833773,1.64056789277167e-06,0.0009366,0.5917902,-0.5908536,143
rnd_3_4_6,80,80,80,79,0.00452442886072179,0.00452449391401197,6.50532901757053e-08,0.0009366,0.8381895,-0.8372529,175
rnd_3_5_1,80,80,80,2,0.966047658017267,0.966201556870376,0.000153898853108125,0.0012084,0.1010809,-0.0998725,125
rnd_3_5_2,80,80,80,17,0.705973743921379,0.705986878425573,1.31345041937125e-05,0.0012084,0.2621411,-0.2609327,167
rnd_3_5_3,80,80,80,33,0.459737355325193,0.459744654719153,7.29939395988088e-06,0.0012084,0.2448075,-0.2435991,103
rnd_3_5_4,80,80,80,48,0.250455334877384,0.250477178222931,2.18433455474454e-05,0.0012084,1.5943969,-1.5931885,518
rnd_3_5_5,80,80,80,64,0.0996669680617154,0.0996896342633348,2.26662016193369e-05,0.0012084,0.9139345,-0.9127261,225
rnd_3_5_6,80,80,80,79,6.14936984046517e-05,6.14936984046999e-05,4.81521289855125e-17,0.0012084,0.0247303,-0.0235219,5
rnd_4_1_1,160,160,160,2,0.982882391755405,0.982953620747749,7.12289923445741e-05,0.0030448,0.3410683,-0.3380235,92
rnd_4_1_2,160,160,160,33,0.71740990480351,0.71746182921242,5.1924408910442e-05,0.0030448,1.1045533,-1.1015085,125
rnd_4_1_3,160,160,160,65,0.457598180376008,0.457617822403161,1.96420271530995e-05,0.0030448,1.5157728,-1.512728,105
rnd_4_1_4,160,160,160,96,0.245964652077415,0.246019170150547,5.45180731312267e-05,0.0030448,3.2828213,-3.2797765,157
rnd_4_1_5,160,160,160,128,0.0825092419966949,0.0825170615511707,7.81955447574922e-06,0.0030448,3.2553311,-3.2522863,134
rnd_4_1_6,160,160,160,159,0.000159294075472913,0.000159294075544406,7.14922370435855e-14,0.0030448,0.2348889,-0.2318441,8
rnd_4_2_1,160,160,160,2,0.982968989443846,0.983022637380488,5.36479366425313e-05,0.0043868,0.5185271,-0.5141403,174
rnd_4_2_2,160,160,160,33,0.723647806372617,0.723727203472186,7.93970995690563e-05,0.0043868,1.2060975,-1.2017107,145
rnd_4_2_3,160,160,160,65,0.490184454173941,0.490226468674368,4.20145004278449e-05,0.0043868,3.7777042,-3.7733174,249
rnd_4_2_4,160,160,160,96,0.274778176501946,0.274803629185474,2.54526835276048e-05,0.0043868,2.0758614,-2.0714746,101
rnd_4_2_5,160,160,160,128,0.103908594030235,0.103910006156619,1.41212638388177e-06,0.0043868,1.3224833,-1.3180965,55
rnd_4_2_6,160,160,160,159,0.000144703974133872,0.000144703974537444,4.03571707302541e-13,0.0043868,0.2834998,-0.279113,10
rnd_4_3_1,160,160,160,2,0.980591985990179,0.980619577302845,2.75913126658311e-05,0.0030037,0.2854469,-0.2824432,92
rnd_4_3_2,160,160,160,33,0.703811158546376,0.703852382967339,4.1224420962549e-05,0.0030037,1.047261,-1.0442573,123
rnd_4_3_3,160,160,160,65,0.460512900904171,0.460549448829138,3.65479249668232e-05,0.0030037,1.849853,-1.8468493,127
rnd_4_3_4,160,160,160,96,0.247002920282056,0.247005632382787,2.71210073091166e-06,0.0030037,2.5264892,-2.5234855,116
rnd_4_3_5,160,160,160,128,0.0874705444799655,0.0877051820670246,0.000234637587059133,0.0030037,2.6519875,-2.6489838,108
rnd_4_3_6,160,160,160,159,0.000709558921932637,0.000709559442592622,5.206599846359e-10,0.0030037,0.7225273,-0.7195236,26
rnd_4_4_1,160,160,160,2,0.981735162183487,0.981776822050433,4.16598669468193e-05,0.0031581,0.2724815,-0.2693234,92
rnd_4_4_2,160,160,160,33,0.710107939968893,0.710148118419571,4.01784506786074e-05,0.0031581,1.6465305,-1.6433724,188
rnd_4_4_3,160,160,160,65,0.447354763284855,0.447386298259911,3.15349750562022e-05,0.0031581,1.9823147,-1.9791566,131
rnd_4_4_4,160,160,160,96,0.248027698803862,0.248066404585014,3.87057811523372e-05,0.0031581,2.0518091,-2.048651,91
rnd_4_4_5,160,160,160,128,0.0961804543413123,0.0961867356423437,6.28130103141888e-06,0.0031581,4.3542707,-4.3511126,183
rnd_4_4_6,160,160,160,159,0.000253273873204919,0.000253273875871432,2.66651365701462e-12,0.0031581,0.2018457,-0.1986876,7
rnd_4_5_1,160,160,160,2,0.981153150669692,0.981206090326243,5.29396565505103e-05,0.0031219,0.5438651,-0.5407432,164
rnd_4_5_2,160,160,160,33,0.694590765971844,0.694667470777071,7.67048052271457e-05,0.0031219,1.1885304,-1.1854085,124
rnd_4_5_3,160,160,160,65,0.426508730700586,0.426517450501292,8.71980070632494e-06,0.0031219,1.380973,-1.3778511,96
rnd_4_5_4,160,160,160,96,0.222150070329994,0.222154945788381,4.87545838767645e-06,0.0031219,2.9070273,-2.9039054,134
rnd_4_5_5,160,160,160,128,0.0819947635325772,0.0819950619233964,2.98390819220007e-07,0.0031219,1.0140503,-1.0109284,42
rnd_4_5_6,160,160,160,159,0.00156560439836529,0.00156560444414345,4.57781609928404e-11,0.0031219,0.3168671,-0.3137452,11
rnd_5_1_1,320,320,320,2,0.990031075301507,0.990088825649769,5.77503482619424e-05,0.0198275,1.5344944,-1.5146669,143
rnd_5_1_2,320,320,320,65,0.692573480688486,0.692598457079783,2.49763912977263e-05,0.0198275,5.7969334,-5.7771059,139
rnd_5_1_3,320,320,320,129,0.427451266861057,0.427464060709789,1.27938487324286e-05,0.0198275,12.0377504,-12.0179229,151
rnd_5_1_4,320,320,320,192,0.223439049008034,0.223444495373192,5.44636515800723e-06,0.0198275,20.1285231,-20.1086956,179
rnd_5_1_5,320,320,320,256,0.0711653209827353,0.0711673020581478,1.98107541249382e-06,0.0198275,7.1735824,-7.1537549,49
rnd_5_1_6,320,320,320,319,0.000178825905429706,0.000178826105315537,1.99885830896038e-10,0.0198275,3.2498186,-3.2299911,20
rnd_5_2_1,320,320,320,2,0.990110974370966,0.99016288566602,5.19112950536638e-05,0.0164124,1.4514535,-1.4350411,148
rnd_5_2_2,320,320,320,65,0.695471641898529,0.695494063345178,2.24214466482131e-05,0.0164124,8.8579756,-8.8415632,209
rnd_5_2_3,320,320,320,129,0.436476519619047,0.43649457981087,1.80601918236545e-05,0.0164124,13.6782823,-13.6618699,171
rnd_5_2_4,320,320,320,192,0.239751598370796,0.239758875056425,7.27668562897077e-06,0.0164124,30.1622423,-30.1458299,267
rnd_5_2_5,320,320,320,256,0.0881355195507072,0.0881369203912694,1.4008405622018e-06,0.0164124,13.8418002,-13.8253878,95
rnd_5_2_6,320,320,320,319,0.000851972689092038,0.000851972992349884,3.03257846026757e-10,0.0164124,3.3916743,-3.3752619,20
