Error,GradientNorm,ConvError
0.315146863376318,1780649.71547387,696.059828245844
0.0888487975853856,3808.5572322542,303.794047678069
0.0361816833780359,43054.8185257737,148.639734554971
0.0279295994668972,278.964783057761,90.4929230611814
0.0257737429322568,7418.17066590715,61.0752161827105
0.0250508468115802,80.2858269784545,43.9060547872186
0.0247626749468698,2856.71273217509,32.8501007038823
0.0246302581262543,35.3518251822683,25.1851480838887
0.0245628997503814,1487.47256651949,19.6163488163243
0.0245262108714674,19.1507866033251,15.4531250626949
0.0245052743200789,861.231555101881,12.2815504618491
0.0244929190956504,11.330584606278,9.83216198724712
0.0244854370895475,523.936931264219,7.91929498502894
0.0244808101556809,7.00774823476106,6.41155035376849
0.0244778981388444,329.899499446665,5.21322188819859
0.0244760379321624,4.46117715074998,4.25430090015108
0.0244748345046942,213.308586286353,3.48207740267298
0.0244740476021921,2.90044245487726,2.85722508711528
0.0244735284188167,140.678664396414,2.34919394764291
0.024473183295709,1.9153860759329,1.9348870863251
0.0244729524467089,94.0902066558231,1.59576022099701
0.0244727972379792,1.27947246231165,1.31772735838549
0.0244726924407299,63.5396007131005,1.08907038927842
0.0244726214324262,0.861882108280347,0.900951524563547
0.0244725731784988,43.1899699313837,0.745716910512788
0.0244725403078123,0.584167761703116,0.61772098964224
0.0244725178707052,29.4892516003773,0.511827290951185
0.0244725025291293,0.397755614624929,0.424401930814556
0.0244724920238293,20.1980649809443,0.351916440340362
0.0244724848211405,0.271774863995397,0.292038881906666
0.0244724798773681,13.8661357591509,0.242291140978047
0.0244724764807727,0.186204038288427,0.201200061927424
0.0244724741451335,9.53609818511176,0.166984364647996
0.0244724725377923,0.127858544418995,0.138744873253836
0.024472471430859,6.56764971437054,0.115167494778884
0.0244724706680387,0.0879577104116323,0.0957401808496017
0.0244724701420328,4.52876227565163,0.0794642775821273
0.024472469779113,0.06060523571574,0.066090500934799
0.0244724695285779,3.12620189527342,0.0548341901148942
0.0244724693555354,0.0418174431277931,0.0456252310535053
0.0244724692359567,2.16012539918895,0.0378246049553968
0.024472469153284,0.0288904969634435,0.0314847900631716
0.0244724690961006,1.49393941740655,0.0260661137359629
0.02447246905653,0.0199827393572539,0.0217051650849259
0.0244724690291357,1.0340779633599,0.0179301484477792
0.0244724690101631,0.0138362493773941,0.0149354932165811
0.0244724689970177,0.71633783438542,0.0122958378167393
0.0244724689879064,0.00958984515269595,0.0102454638735321
0.0244724689815886,0.496600455392182,0.00839080857389957
0.0244724689772063,0.00665280675570544,0.00699365735627333
0.0244724689741655,0.344510651242412,0.00568224590918711
0.0244724689720548,0.00461924609381352,0.004737366821113
0.0244724689705892,0.239159218331374,0.00380221596341453
0.0244724689695711,0.0032098500665345,0.00317073399113145
0.0244724689688638,0.166128377439338,0.0024963983849837
0.0244724689683722,0.00223214187265857,0.00208224937018195
0.0244724689680304,0.115466664078478,0.0015888437495039
0.0244724689677928,0.00155331423371006,0.00132551877502729
0.0244724689676274,0.0802989617274354,0.000957717667221849
0.0244724689675124,0.00108162177778198,0.000799131756527057
0.0244724689674323,0.0558712934259614,0.000518587836393524
0.0244724689673766,0.000753614353089273,0.000432782974905901
0.0244724689673378,0.0388936362106846,0.000212896258506191
0.0244724689673108,0.00052536430644969,0.000177694535192136
0.0244724689672919,0.0270872887847058,0
