Error,GradientNorm,ConvError
0.222990798197841,1774723.81107097,661.828065186795
0.0621583135964696,3476.86349343185,250.823795898155
0.0221174071115501,22392.4487427069,82.5248627112698
0.017674457343552,175.739445879926,64.6504970227788
0.0166307212099297,4194.80816749287,59.2974498298118
0.0162368370217818,61.5607899286729,55.7059938701916
0.0160443497210465,1940.7468004317,52.635269746623
0.0159312143070267,34.8961398992354,49.785229947561
0.0158560591893241,1265.76058862639,47.0714601036429
0.0158022384101937,23.835363329535,44.4676094158507
0.0157618507412992,938.446304882735,41.9631692238971
0.0157305656159927,17.9228258289734,39.552827432279
0.0157057455354465,735.539347257494,37.2328042601741
0.0156856714508782,14.3252221852597,35.0011105722077
0.0156691752589635,597.363892482395,32.8564747625719
0.0156554411805101,11.9116475727987,30.7990769106126
0.0156438871221458,497.565264405118,28.8292329780883
0.0156340891323878,10.1331599273099,26.94806671842
0.0156257315968136,421.261075578442,25.1561115124109
0.015618573882592,8.71439293045401,23.4541372108264
0.0156124278878118,359.865462230901,21.841851469094
0.0156071429293257,7.52123990856004,20.3189403736258
0.0156025955775421,308.609154298703,18.8838822824392
0.0155986828065775,6.49015235494919,17.5351480561307
0.0155953173451437,264.890173751875,16.270073904902
0.015592424472927,5.59018465763678,15.0861467164674
0.0155899397577265,227.232793227804,13.9798836868037
0.0155878074017099,4.80404723313204,12.9481481857023
0.015585978982889,194.705006759548,11.9870057889007
0.0155844124564494,4.11953167742718,11.0930414894665
0.0155830713317981,166.627243249962,10.262181365422
0.0155819239737921,3.52610610331392,9.4910000464456
0.0155809429968284,142.441277924904,8.7755088687617
0.0155801047326419,3.01383954049729,8.11245224381312
0.0155793887597621,121.65755952425,7.49806806563636
0.0155787774865842,2.57324292839326,6.92937559027748
0.0155782557821896,103.836789161966,6.40291482754699
0.0155778106502065,2.19538921878221,5.91602940603159
0.0155774309416084,88.5843989721953,5.46559086534529
0.0155771071026946,1.87205906835691,5.04927953265457
0.0155768309547293,75.5486798653092,4.66429828649248
0.0155765955019193,1.59583255918826,4.30865365202448
0.0155763947646133,64.4191125306625,3.97986231525378
0.0155762236348238,1.36011770289454,3.67623386724266
0.0155760777514019,54.9239743552633,3.39557230989207
0.0155759533924344,1.15912966175635,3.13646127600706
0.015575847382667,46.8272455716456,2.8969620079434
0.0155757570139909,0.987838424097389,2.67590145949602
0.0155756799772468,39.9251048766256,2.47156770274596
0.0155756143038104,0.841899774821957,2.28300104521364
0.0155755583156063,34.042308146278,2.10868746998753
0.015575510582374,0.717580091771877,1.94785273635081
0.0155754698851601,29.0286680608102,1.79915423174162
0.0155754351851485,0.611681680849596,1.66197793110434
0.0155754055970631,24.7557700706945,1.53512889628422
0.0155753803664792,0.521472515411486,1.41813092261808
0.0155753588504783,21.1139944786722,1.30991583326765
0.0155753405011563,0.444622312476369,1.21012562307733
0.0155753248515674,18.0098689592553,1.11780064244413
0.0155753115037472,0.379145653382167,1.03268404643739
0.0155753001185065,15.363747334695,0.953908932036269
0.0155752904067367,0.323352129316325,0.881304907477917
0.015575282122002,13.1077942549885,0.814084229585231
0.015575275054229,0.275803093960708,0.752150319732966
0.0155752690243308,11.1842475097909,0.694782939116641
0.0155752638796268,0.235274414700158,0.641948490913554
0.0155752594899415,9.54392695354779,0.592984267298315
0.0155752557442799,0.20072454787668,0.547910390804966
0.0155752525479958,8.14495932420973,0.506113165554523
0.0155752498203785,0.171267268864912,0.467658523691305
0.0155752474925968,6.95169018178174,0.431974513357927
0.015575245505947,0.146148430705468,0.399166127997464
0.0155752438103594,5.93375691368051,0.368696964317985
0.0155752423631265,0.124726185232195,0.340705323081746
0.0155752411278177,5.06529972725647,0.314685071193975
0.0155752400733555,0.106454166219934,0.29080291233448
0.0155752391732271,4.32429047497557,0.268578488135186
0.0155752384048127,0.0908671984258392,0.24820272571026
0.0155752377488131,3.69196188786293,0.22921721352582
0.0155752371887612,0.0775691561482371,0.211833540644077
0.0155752367106054,3.15232224932272,0.195611983284662
0.0155752363023554,0.066222648603794,0.180781757519206
0.0155752359537785,2.69174271154867,0.166919052660788
0.015575235656142,0.0565402566547608,0.154268125331588
0.015575235401993,2.29860634483536,0.142418715707524
0.0155752351849704,0.048277086424103,0.13162791642345
0.0155752349996447,1.9630096366414,0.121497007368261
0.0155752348413814,0.0412244406033576,0.112294037875322
0.0155752347062247,1.67650855320472,0.103630115235435
0.0155752345907973,0.0352044384135987,0.0957826431166502
0.0155752344922166,1.4319024643832,0.0883710982698476
0.0155752344080212,0.030065440859573,0.0816808721997949
0.01557523433611,1.22305024632425,0.0753385697018957
0.0155752342746891,0.025678159731581,0.0696364045190101
0.0155752342222267,1.04471373547622,0.0642070524015438
0.015575234177415,0.0219323473135256,0.0593485548778968
0.0155752341391374,0.892424437212667,0.0546987584896921
0.0155752341064402,0.0187339794162414,0.0505606839225489
0.0155752340785093,0.762370010491762,0.0465765819570671
0.0155752340546492,0.0160028576386882,0.0430537280817939
0.0155752340342662,0.651297576104159,0.0396381245333121
0.0155752340168533,0.0136705679928975,0.0366406831786866
0.0155752340019772,0.556431338358196,0.0337106018095242
0.0155752339892681,0.0116787425375391,0.0311619005608056
0.0155752339784102,0.475402389873425,0.0286464993850437
0.0155752339691335,0.0099775787419668,0.0264810755910084
0.0155752339612077,0.406188886316567,0.0243198681668151
0.0155752339544359,0.00852457811328626,0.0224818261932526
0.01557523394865,0.347065052098417,0.0206231644171203
0.0155752339437063,0.00728347141889418,0.019064774336487
0.0155752339394822,0.296557706181458,0.0174645541533398
0.0155752339358729,0.00622330273416406,0.0161450562590963
0.0155752339327888,0.253409193817054,0.0147656134231024
0.0155752339301534,0.00531764872464509,0.0136501982339451
0.0155752339279015,0.216545776260414,0.0124593661178167
0.0155752339259772,0.00454395307846375,0.0115183040257742
0.0155752339243328,0.185050671288351,0.0104886096225981
0.0155752339229275,0.00388295903452697,0.00969650816124451
0.0155752339217267,0.158141057268957,0.00880448594649287
0.0155752339207005,0.00331822546983724,0.00813965591026106
0.0155752339198235,0.135148456437307,0.00736526223534428
0.015575233919074,0.00283571419242391,0.00680917664997086
0.0155752339184335,0.115501998099481,0.00613528989745299
0.0155752339178861,0.00242343791883789,0.00567212220350957
0.0155752339174183,0.0987141385462629,0.0050841161078339
0.0155752339170184,0.00207115997210146,0.00470034592839172
0.0155752339166767,0.08436847484272,0.00418572532651103
0.0155752339163847,0.00177013808002267,0.00386980190324952
0.015575233916135,0.0721093455146568,0.00341789175732506
0.0155752339159217,0.00151290576838442,0.00315994659855271
0.0155752339157394,0.0616329544785638,0.00276162648054018
0.0155752339155835,0.00129308581319483,0.00255322800819781
0.0155752339154503,0.0526797949806334,0.00220070538645599
0.0155752339153364,0.00110523104144092,0.00203464943073747
0.0155752339152391,0.0450281825291316,0.0017212660743101
0.0155752339151559,0.000944688449706609,0.00159139696530125
0.0155752339150848,0.03848873393296,0.00131146361910916
0.015575233915024,0.000807483223244673,0.00121252139933973
0.0155752339149721,0.0328996537375754,0.000961176593340757
0.0155752339149277,0.000690219726842399,0.000888666528987342
0.0155752339148897,0.0281227099589769,0.000661755991141333
0.0155752339148573,0.000589996979051852,0.000611837120956265
0.0155752339148296,0.0240397975910931,0.000405810782661302
0.0155752339148058,0.000504336490653663,0.000375200723019608
0.0155752339147856,0.0205500042477114,0.000187024744926073
0.0155752339147683,0.000431120644096077,0.000172918375186149
0.0155752339147534,0.0175671044087498,0
