RRErrors
1.04579792373031e-05
1.04579792372556e-05
1.04579792371801e-05
1.04579792465256e-05
1.04579792417237e-05
1.04579792382137e-05
1.0457979237206e-05
1.04579792374724e-05
1.04579792393935e-05
1.04579792453216e-05
